+-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------+
; Legal Partition Candidates                                                                                                                                                                                                                                                                                              ;
+--------------------------------------------------------------------------------------------------------------------+-------+----------------+--------------+----------------+--------+-----------------+---------------+-----------------+-------+----------------+--------------+------------------+-------------------+
; Hierarchy                                                                                                          ; Input ; Constant Input ; Unused Input ; Floating Input ; Output ; Constant Output ; Unused Output ; Floating Output ; Bidir ; Constant Bidir ; Unused Bidir ; Input only Bidir ; Output only Bidir ;
; MainTxctrl_inst|uart18_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart18_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart18_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart18_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart18_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart18_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart18_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart17_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart16_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart15_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart14_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart13_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart12_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart11_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart10_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart09_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart08_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated                                      ; 12    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl|fifo256X8_inst                                                                      ; 12    ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart07_tx_ctrl                                                                                     ; 12    ; 2              ; 0            ; 2              ; 11     ; 2               ; 2             ; 2               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|wr_ptr                        ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|rd_ptr_count                  ; 4     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|FIFOram                       ; 28    ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state|count_usedw        ; 5     ; 0              ; 0            ; 0              ; 8      ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo|fifo_state                    ; 5     ; 0              ; 0            ; 0              ; 10     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
; MainTxctrl_inst|uart06_tx_ctrl|fifo256X8_inst|scfifo_component|auto_generated|dpfifo                               ; 13    ; 0              ; 0            ; 0              ; 18     ; 0               ; 0             ; 0               ; 0     ; 0              ; 0            ; 0                ; 0                 ;
